match_date,teams,venue,winner,runs_total,runs_batsman,runs_extras,team1_runs,team2_runs
2024-01-16,Sri Lanka|Zimbabwe,"R Premadasa Stadium, Colombo",Zimbabwe,351,334,17,175,176
2024-01-16,Sunrisers Eastern Cape|MI Cape Town,"Newlands, Cape Town",Sunrisers Eastern Cape,400,370,30,200,200
2024-01-17,Joburg Super Kings|Paarl Royals,"Boland Park, Paarl",Paarl Royals,269,249,20,134,135
2024-01-17,New Zealand|Pakistan,"University Oval, Dunedin",New Zealand,403,378,25,201,202
2024-01-17,West Indies|Australia,Adelaide Oval,Australia,617,577,40,308,309
2024-01-18,Canterbury|Northern Districts,"Seddon Park, Hamilton",Canterbury,366,346,20,183,183
2024-01-18,Northern Districts|Canterbury,"Seddon Park, Hamilton",Northern Districts,176,169,7,88,88
2024-01-18,Pretoria Capitals|Durban's Super Giants,"SuperSport Park, Centurion",Pretoria Capitals,391,363,28,195,196
2024-01-18,Zimbabwe|Ireland,Harare Sports Club,Ireland,280,260,20,140,140
2024-01-18,Zimbabwe|Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,170,167,3,85,85
2024-01-19,Central Districts|Otago,"University Oval, Dunedin",Otago,218,200,18,109,109
2024-01-19,Comilla Victorians|Durdanto Dhaka,"Shere Bangla National Stadium, Mirpur",Durdanto Dhaka,290,275,15,145,145
2024-01-19,Gulf Giants|Sharjah Warriors,Sharjah Cricket Stadium,Gulf Giants,365,343,22,182,183
2024-01-19,Paarl Royals|MI Cape Town,"Newlands, Cape Town",MI Cape Town,347,322,25,173,174
2024-01-19,Pakistan|New Zealand,"Hagley Oval, Christchurch",New Zealand,317,305,12,158,159
2024-01-19,Sydney Sixers|Brisbane Heat,Carrara Oval,Sydney Sixers,265,253,12,132,133
2024-01-19,Sylhet Strikers|Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Chattogram Challengers,357,342,15,178,179
2024-01-20,Adelaide Strikers|Perth Scorchers,Perth Stadium,Adelaide Strikers,260,253,7,130,130
2024-01-20,Auckland|Northern Districts,"Eden Park Outer Oval, Auckland",Auckland,318,304,14,159,159
2024-01-20,Chattogram Challengers|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Khulna Tigers,243,232,11,121,122
2024-01-20,Durban's Super Giants|Sunrisers Eastern Cape,"Kingsmead, Durban",Sunrisers Eastern Cape,322,315,7,161,161
2024-01-20,MI Emirates|Dubai Capitals,Dubai International Cricket Stadium,Dubai Capitals,319,308,11,159,160
2024-01-20,Northern Districts|Auckland,"Eden Park Outer Oval, Auckland",Northern Districts,251,238,13,125,126
2024-01-20,Pretoria Capitals|Joburg Super Kings,"The Wanderers Stadium, Johannesburg",Joburg Super Kings,338,322,16,169,169
2024-01-20,Rangpur Riders|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,272,254,18,136,136
2024-01-21,Desert Vipers|Abu Dhabi Knight Riders,Dubai International Cricket Stadium,Abu Dhabi Knight Riders,330,315,15,165,165
2024-01-21,MI Emirates|Gulf Giants,"Zayed Cricket Stadium, Abu Dhabi",MI Emirates,340,319,21,170,170
2024-01-21,Paarl Royals|MI Cape Town,"Boland Park, Paarl",Paarl Royals,265,253,12,132,133
2024-01-21,Pakistan|New Zealand,"Hagley Oval, Christchurch",Pakistan,226,217,9,113,113
2024-01-22,Brisbane Heat|Adelaide Strikers,Carrara Oval,Brisbane Heat,374,364,10,187,187
2024-01-22,Canterbury|Wellington,"Basin Reserve, Wellington",Canterbury,338,328,10,169,169
2024-01-22,Canterbury|Wellington,"Basin Reserve, Wellington",Wellington,195,183,12,97,98
2024-01-22,Dubai Capitals|Sharjah Warriors,Dubai International Cricket Stadium,Sharjah Warriors,341,330,11,170,171
2024-01-22,Durdanto Dhaka|Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Chattogram Challengers,273,249,24,136,137
2024-01-22,Fortune Barishal|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Khulna Tigers,375,350,25,187,188
2024-01-22,Pretoria Capitals|Sunrisers Eastern Cape,"St George's Park, Gqeberha",Sunrisers Eastern Cape,106,101,5,53,53
2024-01-23,Abu Dhabi Knight Riders|MI Emirates,"Zayed Cricket Stadium, Abu Dhabi",MI Emirates,191,167,24,95,96
2024-01-23,Durban's Super Giants|MI Cape Town,"Newlands, Cape Town",Durban's Super Giants,278,267,11,139,139
2024-01-23,Fortune Barishal|Comilla Victorians,"Shere Bangla National Stadium, Mirpur",Comilla Victorians,323,300,23,161,162
2024-01-23,Ireland|Zimbabwe,Harare Sports Club,Ireland,279,246,33,139,140
2024-01-23,Northern Districts|Otago,"University Oval, Dunedin",Northern Districts,158,151,7,79,79
2024-01-24,Brisbane Heat|Sydney Sixers,Sydney Cricket Ground,Brisbane Heat,278,275,3,139,139
2024-01-24,Gulf Giants|Desert Vipers,Dubai International Cricket Stadium,Desert Vipers,322,303,19,161,161
2024-01-24,Joburg Super Kings|Paarl Royals,"The Wanderers Stadium, Johannesburg",Paarl Royals,339,317,22,169,170
2024-01-25,Abu Dhabi Knight Riders|Dubai Capitals,Dubai International Cricket Stadium,Dubai Capitals,368,348,20,184,184
2024-01-25,England|India,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",England,1304,1234,70,652,652
2024-01-25,Pretoria Capitals|Sunrisers Eastern Cape,"SuperSport Park, Centurion",Pretoria Capitals,247,230,17,123,124
2024-01-25,West Indies|Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",West Indies,1000,941,59,500,500
2024-01-26,Central Districts|Northern Districts,"Seddon Park, Hamilton",Central Districts,257,239,18,128,129
2024-01-26,Comilla Victorians|Sylhet Strikers,Sylhet International Cricket Stadium,Comilla Victorians,208,193,15,104,104
2024-01-26,Durban's Super Giants|Paarl Royals,"Boland Park, Paarl",Durban's Super Giants,323,304,19,161,162
2024-01-26,Ireland|Zimbabwe,Harare Sports Club,Ireland,325,299,26,162,163
2024-01-26,Khulna Tigers|Rangpur Riders,Sylhet International Cricket Stadium,Khulna Tigers,292,276,16,146,146
2024-01-26,MI Emirates|Sharjah Warriors,Sharjah Cricket Stadium,MI Emirates,254,223,31,127,127
2024-01-26,Wellington|Canterbury,"Seddon Park, Hamilton",Canterbury,350,330,20,175,175
2024-01-27,Chattogram Challengers|Fortune Barishal,Sylhet International Cricket Stadium,Chattogram Challengers,376,360,16,188,188
2024-01-27,Desert Vipers|Abu Dhabi Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi Knight Riders,314,291,23,157,157
2024-01-27,Dubai Capitals|Gulf Giants,Sharjah Cricket Stadium,Gulf Giants,265,256,9,132,133
2024-01-27,Myanmar|Cambodia,"Terdthai Cricket Ground, Bangkok",Cambodia,146,125,21,73,73
2024-01-27,Rangpur Riders|Durdanto Dhaka,Sylhet International Cricket Stadium,Rangpur Riders,287,274,13,143,144
2024-01-27,South Africa|Australia,"Manuka Oval, Canberra",Australia,296,275,21,148,148
2024-01-27,Sunrisers Eastern Cape|MI Cape Town,"St George's Park, Gqeberha",Sunrisers Eastern Cape,346,318,28,173,173
2024-01-28,Abu Dhabi Knight Riders|MI Emirates,"Zayed Cricket Stadium, Abu Dhabi",MI Emirates,377,370,7,188,189
2024-01-28,Australia|South Africa,"Manuka Oval, Canberra",South Africa,286,269,17,143,143
2024-01-28,Cambodia|China,"Terdthai Cricket Ground, Bangkok",Cambodia,167,145,22,83,84
2024-01-28,Durban's Super Giants|Paarl Royals,"Kingsmead, Durban",Durban's Super Giants,291,274,17,145,146
2024-01-28,Ireland|Zimbabwe,Harare Sports Club,Ireland,302,274,28,151,151
2024-01-28,Sharjah Warriors|Desert Vipers,Sharjah Cricket Stadium,Sharjah Warriors,341,311,30,170,171
2024-01-28,Wellington|Central Districts,"Eden Park, Auckland",Wellington,177,169,8,88,89
2024-01-29,Dubai Capitals|Sharjah Warriors,Sharjah Cricket Stadium,Sharjah Warriors,209,203,6,104,105
2024-01-29,Durdanto Dhaka|Khulna Tigers,Sylhet International Cricket Stadium,Khulna Tigers,261,248,13,130,131
2024-01-29,MI Cape Town|Joburg Super Kings,"Newlands, Cape Town",Joburg Super Kings,178,166,12,89,89
2024-01-29,Sylhet Strikers|Chattogram Challengers,Sylhet International Cricket Stadium,Chattogram Challengers,275,264,11,137,138
2024-01-30,Durban's Super Giants|Pretoria Capitals,"Kingsmead, Durban",Durban's Super Giants,340,309,31,170,170
2024-01-30,Fortune Barishal|Sylhet Strikers,Sylhet International Cricket Stadium,Fortune Barishal,323,307,16,161,162
2024-01-30,Ireland|Zimbabwe,Harare Sports Club,Ireland,278,266,12,139,139
2024-01-30,MI Emirates|Desert Vipers,Dubai International Cricket Stadium,Desert Vipers,299,283,16,149,150
2024-01-30,Rangpur Riders|Comilla Victorians,Sylhet International Cricket Stadium,Rangpur Riders,322,310,12,161,161
2024-01-30,South Africa|Australia,"Bellerive Oval, Hobart",Australia,325,317,8,162,163
2024-01-31,Gulf Giants|Abu Dhabi Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi Knight Riders,325,286,39,162,163
2024-01-31,Joburg Super Kings|Sunrisers Eastern Cape,"The Wanderers Stadium, Johannesburg",Sunrisers Eastern Cape,157,153,4,78,79
2024-02-01,Desert Vipers|Dubai Capitals,Dubai International Cricket Stadium,Dubai Capitals,339,324,15,169,170
2024-02-01,Indonesia|Bhutan,"Terdthai Cricket Ground, Bangkok",Indonesia,248,235,13,124,124
2024-02-01,MI Cape Town|Pretoria Capitals,"SuperSport Park, Centurion",MI Cape Town,462,439,23,231,231
2024-02-01,Western Australia|New South Wales,"Western Australia Cricket Association Ground, Perth",New South Wales,324,302,22,162,162
2024-02-01,Zimbabwe|Ireland,Harare Sports Club,Ireland,135,127,8,67,68
2024-02-02,Chattogram Challengers|Comilla Victorians,Sylhet International Cricket Stadium,Comilla Victorians,145,126,19,72,73
2024-02-02,India|England,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,1196,1167,29,598,598
2024-02-02,Ireland|Zimbabwe,Harare Sports Club,Ireland,262,245,17,131,131
2024-02-02,Japan|Thailand,"Terdthai Cricket Ground, Bangkok",Japan,286,271,15,143,143
2024-02-02,Sharjah Warriors|MI Emirates,"Zayed Cricket Stadium, Abu Dhabi",MI Emirates,262,256,6,131,131
2024-02-02,Singapore|Maldives,"Terdthai Cricket Ground, Bangkok",Singapore,357,325,32,178,179
2024-02-02,Sunrisers Eastern Cape|Paarl Royals,"Boland Park, Paarl",Sunrisers Eastern Cape,372,345,27,186,186
2024-02-02,Sylhet Strikers|Durdanto Dhaka,Sylhet International Cricket Stadium,Sylhet Strikers,269,253,16,134,135
2024-02-02,West Indies|Australia,Melbourne Cricket Ground,Australia,463,445,18,231,232
2024-02-03,Abu Dhabi Knight Riders|Dubai Capitals,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi Knight Riders,337,320,17,168,169
2024-02-03,Bhutan|Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,182,167,15,91,91
2024-02-03,Durban's Super Giants|Joburg Super Kings,"The Wanderers Stadium, Johannesburg",Joburg Super Kings,412,390,22,206,206
2024-02-03,Gulf Giants|Desert Vipers,Dubai International Cricket Stadium,Desert Vipers,321,306,15,160,161
2024-02-03,Indonesia|Cambodia,"Terdthai Cricket Ground, Bangkok",Cambodia,259,247,12,129,130
2024-02-03,Khulna Tigers|Fortune Barishal,Sylhet International Cricket Stadium,Fortune Barishal,311,290,21,155,156
2024-02-03,MI Cape Town|Pretoria Capitals,"Newlands, Cape Town",Pretoria Capitals,330,320,10,165,165
2024-02-03,Queensland|Tasmania,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Tasmania,889,852,37,444,445
2024-02-03,Rangpur Riders|Sylhet Strikers,Sylhet International Cricket Stadium,Rangpur Riders,247,228,19,123,124
2024-02-03,South Africa|Australia,Adelaide Oval,Australia,211,195,16,105,106
2024-02-03,South Australia|Victoria,"Junction Oval, Melbourne",Victoria,889,849,40,444,445
2024-02-03,Western Australia|New South Wales,"Western Australia Cricket Association Ground, Perth",New South Wales,865,815,50,432,433
2024-02-04,Australia|West Indies,Sydney Cricket Ground,Australia,433,416,17,216,217
2024-02-04,Gulf Giants|Sharjah Warriors,Dubai International Cricket Stadium,Gulf Giants,295,284,11,147,148
2024-02-04,Japan|Maldives,"Terdthai Cricket Ground, Bangkok",Japan,258,243,15,129,129
2024-02-04,MI Emirates|Desert Vipers,"Zayed Cricket Stadium, Abu Dhabi",MI Emirates,346,322,24,173,173
2024-02-04,Malaysia|Kuwait,Johor Cricket Academy Oval,Malaysia,190,167,23,95,95
2024-02-04,New Zealand|South Africa,"Bay Oval, Mount Maunganui",New Zealand,1099,1065,34,549,550
2024-02-04,Paarl Royals|Sunrisers Eastern Cape,"St George's Park, Gqeberha",Sunrisers Eastern Cape,324,311,13,162,162
2024-02-04,Singapore|Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,231,208,23,115,116
2024-02-05,Kuwait|Malaysia,Johor Cricket Academy Oval,Malaysia,197,184,13,98,99
2024-02-05,Saudi Arabia|Indonesia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,288,257,31,144,144
2024-02-05,Sharjah Warriors|Abu Dhabi Knight Riders,Sharjah Cricket Stadium,Abu Dhabi Knight Riders,154,138,16,77,77
2024-02-06,Chattogram Challengers|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Chattogram Challengers,274,251,23,137,137
2024-02-06,Gulf Giants|Dubai Capitals,Dubai International Cricket Stadium,Gulf Giants,233,224,9,116,117
2024-02-06,Maldives|Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,255,234,21,127,128
2024-02-06,Rangpur Riders|Durdanto Dhaka,"Shere Bangla National Stadium, Mirpur",Rangpur Riders,290,277,13,145,145
2024-02-06,Singapore|Japan,"Terdthai Cricket Ground, Bangkok",Singapore,318,300,18,159,159
2024-02-06,Sunrisers Eastern Cape|Durban's Super Giants,"Newlands, Cape Town",Sunrisers Eastern Cape,263,252,11,131,132
2024-02-06,West Indies|Australia,"Manuka Oval, Canberra",Australia,173,157,16,86,87
2024-02-07,Abu Dhabi Knight Riders|Sharjah Warriors,"Zayed Cricket Stadium, Abu Dhabi",Sharjah Warriors,189,181,8,94,95
2024-02-07,Comilla Victorians|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Comilla Victorians,264,244,20,132,132
2024-02-07,Durdanto Dhaka|Sylhet Strikers,"Shere Bangla National Stadium, Mirpur",Sylhet Strikers,253,247,6,126,127
2024-02-07,Indonesia|Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,263,249,14,131,132
2024-02-07,Maldives|Bhutan,"Terdthai Cricket Ground, Bangkok",Maldives,242,223,19,121,121
2024-02-07,Paarl Royals|Joburg Super Kings,"The Wanderers Stadium, Johannesburg",Joburg Super Kings,277,258,19,138,139
2024-02-07,South Africa|Australia,"North Sydney Oval, Sydney",South Africa,378,333,45,189,189
2024-02-08,Durban's Super Giants|Joburg Super Kings,"The Wanderers Stadium, Johannesburg",Durban's Super Giants,353,340,13,176,177
2024-02-08,Gulf Giants|MI Emirates,Dubai International Cricket Stadium,Gulf Giants,311,294,17,155,156
2024-02-08,Nepal|Canada,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,441,410,31,220,221
2024-02-08,Queensland|Tasmania,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Tasmania,303,280,23,151,152
2024-02-08,South Australia|Victoria,"Junction Oval, Melbourne",Victoria,465,436,29,232,233
2024-02-09,Australia|West Indies,"Bellerive Oval, Hobart",Australia,415,400,15,207,208
2024-02-09,Desert Vipers|Dubai Capitals,Dubai International Cricket Stadium,Dubai Capitals,343,327,16,171,172
2024-02-09,Durdanto Dhaka|Comilla Victorians,"Shere Bangla National Stadium, Mirpur",Comilla Victorians,351,340,11,175,176
2024-02-09,Japan|Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,195,188,7,97,98
2024-02-09,Khulna Tigers|Sylhet Strikers,"Shere Bangla National Stadium, Mirpur",Sylhet Strikers,312,296,16,156,156
2024-02-09,Singapore|Cambodia,"Terdthai Cricket Ground, Bangkok",Cambodia,222,202,20,111,111
2024-02-10,Australia|South Africa,"North Sydney Oval, Sydney",Australia,404,369,35,202,202
2024-02-10,Bahrain|Qatar,"Royal Selangor Club, Kuala Lumpur",Qatar,123,101,22,61,62
2024-02-10,Bhutan|Maldives,"Selangor Turf Club, Kuala Lumpur",Bhutan,154,112,42,77,77
2024-02-10,Canada|Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,572,543,29,286,286
2024-02-10,Dubai Capitals|MI Emirates,"Zayed Cricket Stadium, Abu Dhabi",Dubai Capitals,275,252,23,137,138
2024-02-10,Fortune Barishal|Durdanto Dhaka,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,338,320,18,169,169
2024-02-10,Gulf Giants|Abu Dhabi Knight Riders,Dubai International Cricket Stadium,Gulf Giants,329,317,12,164,165
2024-02-10,Hong Kong|Nepal,"Selangor Turf Club, Kuala Lumpur",Nepal,188,165,23,94,94
2024-02-10,Indonesia|Malaysia,"Royal Selangor Club, Kuala Lumpur",Malaysia,161,146,15,80,81
2024-02-10,Japan|Oman,"YSD-UKM Cricket Oval, Bangi",Japan,246,207,39,123,123
2024-02-10,Myanmar|Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,66,55,11,33,33
2024-02-10,Rangpur Riders|Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Rangpur Riders,369,345,24,184,185
2024-02-10,Singapore|Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,181,156,25,90,91
2024-02-10,Sunrisers Eastern Cape|Durban's Super Giants,"Newlands, Cape Town",Sunrisers Eastern Cape,319,312,7,159,160
2024-02-10,United Arab Emirates|China,"YSD-UKM Cricket Oval, Bangi",United Arab Emirates,189,173,16,94,95
2024-02-11,Australia|West Indies,Adelaide Oval,Australia,448,411,37,224,224
2024-02-11,Bhutan|Nepal,"Bayuemas Oval, Kuala Lumpur",Nepal,131,116,15,65,66
2024-02-11,Cambodia|Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,298,276,22,149,149
2024-02-11,China|Japan,"Royal Selangor Club, Kuala Lumpur",Japan,151,135,16,75,76
2024-02-11,Hong Kong|Maldives,"Bayuemas Oval, Kuala Lumpur",Hong Kong,272,241,31,136,136
2024-02-11,Indonesia|Bahrain,"Selangor Turf Club, Kuala Lumpur",Indonesia,170,139,31,85,85
2024-02-11,Japan|Singapore,"Terdthai Cricket Ground, Bangkok",Singapore,431,405,26,215,216
2024-02-11,Malaysia|Qatar,"Selangor Turf Club, Kuala Lumpur",Malaysia,191,160,31,95,96
2024-02-11,Sharjah Warriors|Desert Vipers,Sharjah Cricket Stadium,Desert Vipers,244,229,15,122,122
2024-02-11,Singapore|Myanmar,"YSD-UKM Cricket Oval, Bangi",Myanmar,175,129,46,87,88
2024-02-11,Thailand|Kuwait,"YSD-UKM Cricket Oval, Bangi",Thailand,258,242,16,129,129
2024-02-11,United Arab Emirates|Oman,"Royal Selangor Club, Kuala Lumpur",United Arab Emirates,204,193,11,102,102
2024-02-12,Bhutan|Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,142,134,8,71,71
2024-02-12,Canada|Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,461,444,17,230,231
2024-02-12,Saudi Arabia|Maldives,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,274,248,26,137,137
2024-02-13,Bhutan|Maldives,"Terdthai Cricket Ground, Bangkok",Maldives,234,212,22,117,117
2024-02-13,Comilla Victorians|Chattogram Challengers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Comilla Victorians,405,393,12,202,203
2024-02-13,Dubai Capitals|Abu Dhabi Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",Dubai Capitals,291,279,12,145,146
2024-02-13,Hong Kong|Bhutan,"YSD-UKM Cricket Oval, Bangi",Hong Kong,248,217,31,124,124
2024-02-13,Japan|United Arab Emirates,"Selangor Turf Club, Kuala Lumpur",United Arab Emirates,135,116,19,67,68
2024-02-13,Kuwait|Myanmar,"Royal Selangor Club, Kuala Lumpur",Kuwait,223,188,35,111,112
2024-02-13,Malaysia|Bahrain,"Bayuemas Oval, Kuala Lumpur",Malaysia,250,223,27,125,125
2024-02-13,Nepal|Maldives,"YSD-UKM Cricket Oval, Bangi",Nepal,240,222,18,120,120
2024-02-13,Oman|China,"Selangor Turf Club, Kuala Lumpur",China,115,89,26,57,58
2024-02-13,Qatar|Indonesia,"Bayuemas Oval, Kuala Lumpur",Indonesia,137,109,28,68,69
2024-02-13,Rangpur Riders|Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Rangpur Riders,360,339,21,180,180
2024-02-13,South Africa|New Zealand,"Seddon Park, Hamilton",New Zealand,957,912,45,478,479
2024-02-13,Thailand|Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,227,210,17,113,114
2024-02-13,Thailand|Singapore,"Royal Selangor Club, Kuala Lumpur",Thailand,238,220,18,119,119
2024-02-13,West Indies|Australia,Perth Stadium,West Indies,403,389,14,201,202
2024-02-14,Fortune Barishal|Durdanto Dhaka,"Zahur Ahmed Chowdhury Stadium, Chattogram",Fortune Barishal,345,322,23,172,173
2024-02-14,Hong Kong|China,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,219,199,20,109,110
