match_date,teams,venue,winner,runs_total,runs_batsman,runs_extras,team1_runs,team2_runs
2022-01-24,Chattogram Challengers|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Chattogram Challengers,355,334,21,177,178
2022-01-24,Fortune Barishal|Minister Group Dhaka,"Shere Bangla National Stadium, Mirpur",Minister Group Dhaka,259,240,19,129,130
2022-01-24,Sri Lanka|Bangladesh,"Kinrara Academy Oval, Kuala Lumpur",Sri Lanka,250,238,12,125,125
2022-01-24,Wellington|Northern Districts,"Basin Reserve, Wellington",Northern Districts,335,327,8,167,168
2022-01-24,Wellington|Northern Districts,"Basin Reserve, Wellington",Wellington,254,239,15,127,127
2022-01-25,Comilla Victorians|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Comilla Victorians,253,237,16,126,127
2022-01-25,Minister Group Dhaka|Sylhet Sunrisers,"Shere Bangla National Stadium, Mirpur",Sylhet Sunrisers,201,196,5,100,101
2022-01-26,Adelaide Strikers|Sydney Sixers,Sydney Cricket Ground,Sydney Sixers,337,321,16,168,169
2022-01-26,West Indies|England,"Kensington Oval, Bridgetown, Barbados",West Indies,428,403,25,214,214
2022-01-27,Karachi Kings|Multan Sultans,"National Stadium, Karachi",Multan Sultans,250,240,10,125,125
2022-01-27,Otago|Auckland,"University Oval, Dunedin",Otago,257,238,19,128,129
2022-01-27,Wellington|Canterbury,"University Oval, Dunedin",Canterbury,381,368,13,190,191
2022-01-28,Chattogram Challengers|Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Khulna Tigers,287,277,10,143,144
2022-01-28,Perth Scorchers|Sydney Sixers,"Docklands Stadium, Melbourne",Perth Scorchers,263,252,11,131,132
2022-01-28,Quetta Gladiators|Peshawar Zalmi,"National Stadium, Karachi",Peshawar Zalmi,381,364,17,190,191
2022-01-28,Sylhet Sunrisers|Minister Group Dhaka,"Zahur Ahmed Chowdhury Stadium, Chattogram",Minister Group Dhaka,352,332,20,176,176
2022-01-29,Chattogram Challengers|Sylhet Sunrisers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram Challengers,388,360,28,194,194
2022-01-29,England|West Indies,"Kensington Oval, Bridgetown, Barbados",England,352,332,20,176,176
2022-01-29,Fortune Barishal|Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Fortune Barishal,265,255,10,132,133
2022-01-29,Karachi Kings|Quetta Gladiators,"National Stadium, Karachi",Quetta Gladiators,227,216,11,113,114
2022-01-29,Lahore Qalandars|Multan Sultans,"National Stadium, Karachi",Multan Sultans,415,394,21,207,208
2022-01-29,Northern Districts|Canterbury,"Seddon Park, Hamilton",Northern Districts,378,363,15,189,189
2022-01-29,Wellington|Otago,"Seddon Park, Hamilton",Wellington,275,265,10,137,138
2022-01-30,Karachi Kings|Lahore Qalandars,"National Stadium, Karachi",Lahore Qalandars,344,329,15,172,172
2022-01-30,Peshawar Zalmi|Islamabad United,"National Stadium, Karachi",Islamabad United,340,320,20,170,170
2022-01-30,West Indies|England,"Kensington Oval, Bridgetown, Barbados",West Indies,341,318,23,170,171
2022-01-31,Comilla Victorians|Chattogram Challengers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Comilla Victorians,314,309,5,157,157
2022-01-31,Fortune Barishal|Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Fortune Barishal,284,277,7,142,142
2022-01-31,Multan Sultans|Quetta Gladiators,"National Stadium, Karachi",Multan Sultans,342,324,18,171,171
2022-02-01,Fortune Barishal|Chattogram Challengers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Fortune Barishal,284,272,12,142,142
2022-02-01,Minister Group Dhaka|Comilla Victorians,"Zahur Ahmed Chowdhury Stadium, Chattogram",Minister Group Dhaka,312,295,17,156,156
2022-02-01,Multan Sultans|Islamabad United,"National Stadium, Karachi",Multan Sultans,414,404,10,207,207
2022-02-02,Lahore Qalandars|Peshawar Zalmi,"National Stadium, Karachi",Lahore Qalandars,369,347,22,184,185
2022-02-03,Australia|England,"Manuka Oval, Canberra",Australia,383,351,32,191,192
2022-02-03,Chattogram Challengers|Comilla Victorians,"Shere Bangla National Stadium, Mirpur",Comilla Victorians,286,267,19,143,143
2022-02-03,Islamabad United|Quetta Gladiators,"National Stadium, Karachi",Islamabad United,415,399,16,207,208
2022-02-03,South Africa|West Indies,"The Wanderers Stadium, Johannesburg",South Africa,502,450,52,251,251
2022-02-03,Sylhet Sunrisers|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Khulna Tigers,286,265,21,143,143
2022-02-04,Northern Districts|Auckland Aces,"Eden Park Outer Oval, Auckland",Auckland Aces,807,767,40,403,404
2022-02-04,Peshawar Zalmi|Karachi Kings,"National Stadium, Karachi",Peshawar Zalmi,337,322,15,168,169
2022-02-05,Lahore Qalandars|Islamabad United,"National Stadium, Karachi",Lahore Qalandars,340,327,13,170,170
2022-02-05,Multan Sultans|Peshawar Zalmi,"National Stadium, Karachi",Multan Sultans,387,373,14,193,194
2022-02-05,Oman|United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,615,602,13,307,308
2022-02-06,England|Australia,"Junction Oval, Melbourne",Australia,260,249,11,130,130
2022-02-06,Islamabad United|Karachi Kings,"National Stadium, Karachi",Islamabad United,312,304,8,156,156
2022-02-06,Oman|United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,391,377,14,195,196
2022-02-06,West Indies|India,"Narendra Modi Stadium, Ahmedabad",India,354,335,19,177,177
2022-02-06,West Indies|South Africa,"The Wanderers Stadium, Johannesburg",South Africa,349,325,24,174,175
2022-02-07,Boland|Western Province,"St George's Park, Port Elizabeth",Western Province,285,275,10,142,143
2022-02-07,Fortune Barishal|Comilla Victorians,Sylhet International Cricket Stadium,Fortune Barishal,278,268,10,139,139
2022-02-07,Khulna Tigers|Sylhet Sunrisers,Sylhet International Cricket Stadium,Khulna Tigers,349,330,19,174,175
2022-02-07,Lahore Qalandars|Quetta Gladiators,"National Stadium, Karachi",Quetta Gladiators,411,400,11,205,206
2022-02-07,Warriors|Titans,"St George's Park, Port Elizabeth",Warriors,318,299,19,159,159
2022-02-08,Chattogram Challengers|Minister Group Dhaka,Sylhet International Cricket Stadium,Chattogram Challengers,293,278,15,146,147
2022-02-08,England|Australia,"Junction Oval, Melbourne",Australia,327,309,18,163,164
2022-02-08,Fortune Barishal|Sylhet Sunrisers,Sylhet International Cricket Stadium,Fortune Barishal,386,369,17,193,193
2022-02-08,Knights|Dolphins,"St George's Park, Port Elizabeth",Dolphins,258,248,10,129,129
2022-02-08,North West|Lions,"St George's Park, Port Elizabeth",North West,261,247,14,130,131
2022-02-09,India|West Indies,"Narendra Modi Stadium, Ahmedabad",India,430,408,22,215,215
2022-02-09,Khulna Tigers|Minister Group Dhaka,Sylhet International Cricket Stadium,Minister Group Dhaka,260,254,6,130,130
2022-02-09,New Zealand|India,"John Davies Oval, Queenstown",New Zealand,292,283,9,146,146
2022-02-09,Queensland|New South Wales,"Brisbane Cricket Ground, Woolloongabba, Brisbane",New South Wales,645,591,54,322,323
2022-02-09,Sylhet Sunrisers|Comilla Victorians,Sylhet International Cricket Stadium,Comilla Victorians,342,329,13,171,171
2022-02-09,Titans|Boland,"St George's Park, Port Elizabeth",Titans,313,302,11,156,157
2022-02-09,Warriors|Western Province,"St George's Park, Port Elizabeth",Western Province,327,312,15,163,164
2022-02-10,Knights|North West,"St George's Park, Port Elizabeth",North West,189,175,14,94,95
2022-02-10,Lions|Dolphins,"St George's Park, Port Elizabeth",Lions,304,287,17,152,152
2022-02-10,Multan Sultans|Peshawar Zalmi,"Gaddafi Stadium, Lahore",Multan Sultans,322,304,18,161,161
2022-02-11,Auckland Aces|Otago Volts,"University Oval, Dunedin",Auckland Aces,605,565,40,302,303
2022-02-11,Australia|Sri Lanka,Sydney Cricket Ground,Australia,271,252,19,135,136
2022-02-11,Comilla Victorians|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Comilla Victorians,311,294,17,155,156
2022-02-11,India|West Indies,"Narendra Modi Stadium, Ahmedabad",India,434,401,33,217,217
2022-02-11,Lahore Qalandars|Multan Sultans,"Gaddafi Stadium, Lahore",Lahore Qalandars,312,294,18,156,156
2022-02-11,Minister Group Dhaka|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,257,240,17,128,129
2022-02-11,Oman|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,272,259,13,136,136
2022-02-12,Comilla Victorians|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Khulna Tigers,365,351,14,182,183
2022-02-12,Dolphins|Warriors,"St George's Park, Port Elizabeth",Dolphins,402,385,17,201,201
2022-02-12,Islamabad United|Quetta Gladiators,"Gaddafi Stadium, Lahore",Quetta Gladiators,402,370,32,201,201
2022-02-12,New Zealand|India,"John Davies Oval, Queenstown",New Zealand,488,470,18,244,244
2022-02-12,Oman|Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,277,269,8,138,139
2022-02-12,Sylhet Sunrisers|Chattogram Challengers,"Shere Bangla National Stadium, Mirpur",Chattogram Challengers,373,363,10,186,187
2022-02-12,Titans|Knights,"St George's Park, Port Elizabeth",Titans,275,264,11,137,138
2022-02-12,United Arab Emirates|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,359,337,22,179,180
2022-02-13,Lions|Western Province,"St George's Park, Port Elizabeth",Western Province,281,272,9,140,141
2022-02-13,Peshawar Zalmi|Karachi Kings,"Gaddafi Stadium, Lahore",Peshawar Zalmi,331,314,17,165,166
2022-02-13,Quetta Gladiators|Lahore Qalandars,"Gaddafi Stadium, Lahore",Lahore Qalandars,284,270,14,142,142
2022-02-13,United Arab Emirates|Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,343,326,17,171,172
2022-02-14,Chattogram Challengers|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Chattogram Challengers,371,359,12,185,186
2022-02-14,Dolphins|Titans,"St George's Park, Port Elizabeth",Titans,271,260,11,135,136
2022-02-14,Fortune Barishal|Comilla Victorians,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,276,257,19,138,138
2022-02-14,Ireland|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,238,232,6,119,119
2022-02-14,Islamabad United|Karachi Kings,"Gaddafi Stadium, Lahore",Islamabad United,381,362,19,190,191
2022-02-14,United Arab Emirates|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,329,311,18,164,165
2022-02-14,Warriors|Knights,"St George's Park, Port Elizabeth",Knights,343,329,14,171,172
2022-02-15,Boland|Lions,"St George's Park, Port Elizabeth",Boland,276,265,11,138,138
2022-02-15,India|New Zealand,"John Davies Oval, Queenstown",New Zealand,543,520,23,271,272
2022-02-15,Peshawar Zalmi|Quetta Gladiators,"Gaddafi Stadium, Lahore",Peshawar Zalmi,346,331,15,173,173
2022-02-15,South Australia|Victoria,"Karen Rolton Oval, Adelaide",Victoria,521,492,29,260,261
2022-02-15,Sri Lanka|Australia,"Manuka Oval, Canberra",Australia,245,232,13,122,123
2022-02-15,Western Province|North West,"St George's Park, Port Elizabeth",Western Province,244,232,12,122,122
2022-02-16,Chattogram Challengers|Comilla Victorians,"Shere Bangla National Stadium, Mirpur",Comilla Victorians,297,282,15,148,149
2022-02-16,Karachi Kings|Multan Sultans,"Gaddafi Stadium, Lahore",Multan Sultans,350,334,16,175,175
2022-02-16,West Indies|India,"Eden Gardens, Kolkata",India,319,298,21,159,160
2022-02-17,Lions|Titans,"St George's Park, Port Elizabeth",Titans,300,287,13,150,150
2022-02-17,Peshawar Zalmi|Islamabad United,"Gaddafi Stadium, Lahore",Peshawar Zalmi,402,384,18,201,201
2022-02-17,South Africa|New Zealand,"Hagley Oval, Christchurch",New Zealand,688,643,45,344,344
2022-02-17,Warriors|Boland,"St George's Park, Port Elizabeth",Boland,316,300,16,158,158
2022-02-18,Canada|Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Canada,314,290,24,157,157
2022-02-18,Comilla Victorians|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Comilla Victorians,301,280,21,150,151
2022-02-18,Germany|Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,213,204,9,106,107
2022-02-18,India|New Zealand,"John Davies Oval, Queenstown",New Zealand,559,538,21,279,280
2022-02-18,India|West Indies,"Eden Gardens, Kolkata",India,364,331,33,182,182
2022-02-18,Karachi Kings|Lahore Qalandars,"Gaddafi Stadium, Lahore",Karachi Kings,276,260,16,138,138
2022-02-18,Knights|Western Province,"St George's Park, Port Elizabeth",Western Province,256,242,14,128,128
2022-02-18,Multan Sultans|Quetta Gladiators,"Gaddafi Stadium, Lahore",Multan Sultans,373,347,26,186,187
2022-02-18,Nepal|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,195,179,16,97,98
2022-02-18,New South Wales|Tasmania,Sydney Cricket Ground,New South Wales,929,908,21,464,465
2022-02-18,North West|Dolphins,"St George's Park, Port Elizabeth",Dolphins,271,257,14,135,136
2022-02-18,Sri Lanka|Australia,Melbourne Cricket Ground,Australia,282,271,11,141,141
2022-02-18,United Arab Emirates|Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,296,280,16,148,148
2022-02-19,Canada|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,314,309,5,157,157
2022-02-19,Ireland|Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Ireland,295,284,11,147,148
2022-02-19,Lahore Qalandars|Islamabad United,"Gaddafi Stadium, Lahore",Lahore Qalandars,328,315,13,164,164
2022-02-19,Lions|Warriors,"St George's Park, Port Elizabeth",Warriors,286,267,19,143,143
2022-02-19,Nepal|Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,300,283,17,150,150
2022-02-19,United Arab Emirates|Germany,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,358,327,31,179,179
2022-02-19,Western Province|Titans,"St George's Park, Port Elizabeth",Titans,284,276,8,142,142
2022-02-20,Australia|Sri Lanka,Melbourne Cricket Ground,Sri Lanka,309,292,17,154,155
2022-02-20,Boland|Dolphins,"St George's Park, Port Elizabeth",Boland,230,219,11,115,115
2022-02-20,India|West Indies,"Eden Gardens, Kolkata",India,351,327,24,175,176
2022-02-20,Islamabad United|Multan Sultans,"Gaddafi Stadium, Lahore",Multan Sultans,216,205,11,108,108
2022-02-20,Knights|Lions,"St George's Park, Port Elizabeth",Lions,257,242,15,128,129
2022-02-20,Quetta Gladiators|Karachi Kings,"Gaddafi Stadium, Lahore",Quetta Gladiators,309,284,25,154,155
2022-02-21,Bahrain|United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,342,317,25,171,171
2022-02-21,Canada|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,161,153,8,80,81
2022-02-21,Germany|Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,218,211,7,109,109
2022-02-21,Philippines|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,76,72,4,38,38
2022-02-22,Bahrain|Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,291,269,22,145,146
2022-02-22,Germany|Canada,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Canada,263,248,15,131,132
2022-02-22,Ireland|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Ireland,274,267,7,137,137
2022-02-22,Knights|Boland,"St George's Park, Port Elizabeth",Knights,325,311,14,162,163
2022-02-22,New Zealand|India,"John Davies Oval, Queenstown",New Zealand,319,307,12,159,160
2022-02-22,Titans|North West,"St George's Park, Port Elizabeth",Titans,301,286,15,150,151
2022-02-22,United Arab Emirates|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,282,267,15,141,141
2022-02-23,Dolphins|Western Province,"St George's Park, Port Elizabeth",Dolphins,231,230,1,115,116
2022-02-23,Multan Sultans|Lahore Qalandars,"Gaddafi Stadium, Lahore",Multan Sultans,298,282,16,149,149
2022-02-23,North West|Warriors,"St George's Park, Port Elizabeth",North West,328,317,11,164,164
2022-02-23,Queensland|Victoria,"Junction Oval, Melbourne",Queensland,478,454,24,239,239
2022-02-24,Bahrain|Canada,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Canada,263,252,11,131,132
2022-02-24,India|Sri Lanka,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,336,328,8,168,168
2022-02-24,Ireland|United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,319,307,12,159,160
2022-02-24,New Zealand|India,"John Davies Oval, Queenstown",India,503,464,39,251,252
2022-02-24,Oman|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,177,174,3,88,89
2022-02-24,Peshawar Zalmi|Islamabad United,"Gaddafi Stadium, Lahore",Islamabad United,339,323,16,169,170
2022-02-24,Philippines|Germany,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Germany,224,210,14,112,112
2022-02-25,Dolphins|Titans,"St George's Park, Port Elizabeth",Titans,187,179,8,93,94
2022-02-25,Lahore Qalandars|Islamabad United,"Gaddafi Stadium, Lahore",Lahore Qalandars,330,317,13,165,165
2022-02-25,South Africa|New Zealand,"Hagley Oval, Christchurch",South Africa,1238,1204,34,619,619
2022-02-25,Western Province|Boland,"St George's Park, Port Elizabeth",Boland,239,223,16,119,120
2022-02-26,Sri Lanka|India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,369,347,22,184,185
2022-02-27,Boland|Titans,"St George's Park, Port Elizabeth",Boland,261,248,13,130,131
2022-02-27,Lahore Qalandars|Multan Sultans,"Gaddafi Stadium, Lahore",Lahore Qalandars,318,307,11,159,159
2022-02-27,Sri Lanka|India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,294,266,28,147,147
2022-03-03,Auckland Aces|Canterbury,"Eden Park Outer Oval, Auckland",Auckland Aces,1132,1075,57,566,566
2022-03-03,Northern Districts|Wellington Firebirds,"Cobham Oval (New), Whangarei",Northern Districts,901,856,45,450,451
2022-03-04,India|Sri Lanka,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,926,874,52,463,463
2022-03-04,West Indies|New Zealand,"Bay Oval, Mount Maunganui",West Indies,515,490,25,257,258
2022-03-05,Australia|England,"Seddon Park, Hamilton",Australia,608,573,35,304,304
