match_date,teams,venue,winner,runs_total,runs_batsman,runs_extras,team1_runs,team2_runs
2021-01-17,Auckland|Northern Districts,Eden Park Outer Oval,Northern Districts,249,236,13,124,125
2021-01-17,Chandigarh|Sikkim,IC-Gurunanak College Ground,Chandigarh,277,266,11,138,139
2021-01-17,Delhi|Haryana,Wankhede Stadium,Haryana,365,354,11,182,183
2021-01-17,Goa|Rajasthan,Holkar Stadium,Goa,271,254,17,135,136
2021-01-17,Kerala|Andhra,Sharad Pawar Cricket Academy BKC,Andhra,225,219,6,112,113
2021-01-17,Manipur|Bihar,Sri Ramachandra Medical College,Bihar,212,205,7,106,106
2021-01-17,Melbourne Renegades|Melbourne Stars,Melbourne Cricket Ground,Melbourne Stars,303,285,18,151,152
2021-01-17,Mumbai|Puducherry,Wankhede Stadium,Puducherry,189,170,19,94,95
2021-01-17,Nagaland|Mizoram,SSN College Ground,Nagaland,279,271,8,139,140
2021-01-17,Northern Districts|Auckland,Eden Park Outer Oval,Auckland,197,173,24,98,99
2021-01-17,Saurashtra|Madhya Pradesh, Emerald Heights International School Ground,Madhya Pradesh,361,340,21,180,181
2021-01-17,Vidarbha|Services,Holkar Stadium,Services,303,292,11,151,152
2021-01-18,Assam|Odisha,Jadavpur University Campus,Odisha,302,293,9,151,151
2021-01-18,Baroda|Gujarat,F B Colony Ground,Baroda,340,327,13,170,170
2021-01-18,Bengal|Tamil Nadu,Eden Gardens,Tamil Nadu,330,316,14,165,165
2021-01-18,Central Districts|Otago,Pukekura Park,Central Districts,185,171,14,92,93
2021-01-18,Ireland|United Arab Emirates,Sheikh Zayed Stadium,Ireland,344,320,24,172,172
2021-01-18,Maharashtra|Himachal,Motibaug Cricket Ground,Himachal,238,233,5,119,119
2021-01-18,Otago|Central Districts,"Pukekura Park, New Plymouth",Central Districts,303,287,16,151,152
2021-01-18,Punjab|Tripura,Alur Cricket Stadium III,Punjab,344,338,6,172,172
2021-01-18,Railways|Jammu & Kashmir,Alur Cricket Stadium,Jammu & Kashmir,268,255,13,134,134
2021-01-18,Sydney Thunder|Hobart Hurricanes,Manuka Oval,Hobart Hurricanes,358,332,26,179,179
2021-01-19,Andhra|Mumbai,Wankhede Stadium,Mumbai,310,303,7,155,155
2021-01-19,Delhi|Puducherry,Sharad Pawar Cricket Academy BKC,Delhi,274,261,13,137,137
2021-01-19,Haryana|Kerala,Wankhede Stadium,Haryana,392,368,24,196,196
2021-01-19,Madhya Pradesh|Services,Holkar Stadium,Madhya Pradesh,336,314,22,168,168
2021-01-19,Manipur|Nagaland,T I Murugappa Ground,Nagaland,260,251,9,130,130
2021-01-19,Mizoram|Bihar,SSN College Ground,Bihar,167,164,3,83,84
2021-01-19,Perth Scorchers|Brisbane Heat,Docklands Stadium,Perth Scorchers,289,263,26,144,145
2021-01-19,Rajasthan|Saurashtra,Holkar Stadium,Rajasthan,315,304,11,157,158
2021-01-19,Sikkim|Meghalaya,Sri Ramachandra Medical College,Meghalaya,223,209,14,111,112
2021-01-20,Melbourne Stars|Melbourne Renegades,Docklands Stadium,Melbourne Renegades,318,294,24,159,159
2021-01-20,South Africa|Pakistan,Kingsmead,South Africa,397,373,24,198,199
2021-01-20,West Indies|Bangladesh,Shere Bangla National Stadium,Bangladesh,247,224,23,123,124
2021-01-21,Adelaide Strikers|Brisbane Heat,Adelaide Oval,Adelaide Strikers,312,301,11,156,156
2021-01-21,Canterbury|Northern Districts,Seddon Park,Northern Districts,211,203,8,105,106
2021-01-21,Northern Districts|Canterbury,Seddon Park,Canterbury,253,238,15,126,127
2021-01-22,Perth Scorchers|Hobart Hurricanes,Docklands Stadium,Perth Scorchers,336,322,14,168,168
2021-01-22,Sri Lanka|England,Galle International Stadium,England,1015,984,31,507,508
2021-01-22,Sydney Thunder|Sydney Sixers,Adelaide Oval,Sydney Thunder,418,407,11,209,209
2021-01-22,West Indies|Bangladesh,Shere Bangla National Stadium,Bangladesh,297,282,15,148,149
2021-01-23,Auckland|Central Districts,Eden Park Outer Oval,Auckland,381,351,30,190,191
2021-01-23,Auckland|Central Districts,Eden Park Outer Oval,Central Districts,242,231,11,121,121
2021-01-23,Brisbane Heat|Melbourne Renegades,Docklands Stadium,Brisbane Heat,320,314,6,160,160
2021-01-23,Perth Scorchers|Melbourne Stars,Melbourne Cricket Ground,Perth Scorchers,353,336,17,176,177
2021-01-23,South Africa|Pakistan,Kingsmead,South Africa,491,468,23,245,246
2021-01-24,Adelaide Strikers|Sydney Thunder,Adelaide Oval,Adelaide Strikers,312,289,23,156,156
2021-01-24,Hobart Hurricanes|Sydney Sixers,Melbourne Cricket Ground,Hobart Hurricanes,369,353,16,184,185
2021-01-24,Otago|Wellington,Basin Reserve,Wellington,277,263,14,138,139
2021-01-24,Wellington|Otago,Basin Reserve,Wellington,270,257,13,135,135
2021-01-25,Adelaide Strikers|Sydney Thunder,Adelaide Oval,Sydney Thunder,231,218,13,115,116
2021-01-25,Bangladesh|West Indies,Zahur Ahmed Chowdhury Stadium,Bangladesh,474,439,35,237,237
2021-01-25,Canterbury|Wellington,Basin Reserve,Wellington,307,290,17,153,154
2021-01-25,Wellington|Canterbury,Basin Reserve,Canterbury,266,247,19,133,133
2021-01-26,Brisbane Heat|Perth Scorchers,Adelaide Oval,Brisbane Heat,356,341,15,178,178
2021-01-26,Himachal|Tamil Nadu,"Narendra Modi Stadium Ground 'A', Motera",Tamil Nadu,276,261,15,138,138
2021-01-26,Karnataka|Punjab,"Narendra Modi Stadium Ground 'A', Motera",Punjab,176,173,3,88,88
2021-01-26,Melbourne Renegades|Hobart Hurricanes,Melbourne Cricket Ground,Melbourne Renegades,289,279,10,144,145
2021-01-26,Melbourne Stars|Sydney Sixers,Melbourne Cricket Ground,Sydney Sixers,357,345,12,178,179
2021-01-26,South Africa|Pakistan,Kingsmead,South Africa,370,353,17,185,185
2021-01-26,South Africa|Pakistan,National Stadium,Pakistan,933,890,43,466,467
2021-01-27,Haryana|Baroda,"Narendra Modi Stadium Ground 'A', Motera",Baroda,298,291,7,149,149
2021-01-29,Adelaide Strikers|Brisbane Heat,Brisbane Cricket Ground,Brisbane Heat,261,240,21,130,131
2021-01-29,Auckland|Northern Districts,Seddon Park,Northern Districts,328,316,12,164,164
2021-01-29,Baroda|Punjab,"Narendra Modi Stadium Ground 'A', Motera",Baroda,295,285,10,147,148
2021-01-29,Northern Districts|Auckland,Seddon Park,Auckland,219,199,20,109,110
2021-01-29,Pakistan|South Africa,Kingsmead,South Africa,249,237,12,124,125
2021-01-29,Rajasthan|Tamil Nadu,"Narendra Modi Stadium Ground 'A', Motera",Tamil Nadu,312,293,19,156,156
2021-01-30,Canterbury|Otago,Hagley Oval,Canterbury,261,234,27,130,131
2021-01-30,Otago|Canterbury,Hagley Oval,Canterbury,325,314,11,162,163
2021-01-30,Perth Scorchers|Sydney Sixers,Manuka Oval,Sydney Sixers,335,324,11,167,168
2021-01-31,Baroda|Tamil Nadu,"Narendra Modi Stadium Ground 'A', Motera",Tamil Nadu,243,232,11,121,122
2021-01-31,Central Districts|Wellington,Basin Reserve,Wellington,334,323,11,167,167
2021-01-31,South Africa|Pakistan,Kingsmead,South Africa,248,234,14,124,124
2021-01-31,Sydney Thunder|Brisbane Heat,Manuka Oval,Brisbane Heat,320,310,10,160,160
2021-01-31,Wellington|Central Districts,Basin Reserve,Wellington,287,280,7,143,144
2021-02-01,Auckland|Otago,Eden Park Outer Oval,Auckland,482,458,24,241,241
2021-02-03,Bangladesh|West Indies,Zahur Ahmed Chowdhury Stadium,West Indies,1307,1263,44,653,654
2021-02-03,Pakistan|South Africa,Kingsmead,Pakistan,195,184,11,97,98
2021-02-04,Pakistan|South Africa,Rawalpindi Cricket Stadium,Pakistan,1045,1007,38,522,523
2021-02-04,Perth Scorchers|Brisbane Heat,Manuka Oval,Perth Scorchers,339,327,12,169,170
2021-02-05,Canterbury|Central Districts,McLean Park,Canterbury,244,236,8,122,122
2021-02-05,Central Districts|Canterbury,McLean Park,Central Districts,336,320,16,168,168
2021-02-05,England|India,MA Chidambaram Stadium,England,1285,1213,72,642,643
2021-02-06,Northern Districts|Otago,University Oval,Northern Districts,346,334,12,173,173
2021-02-06,Otago|Northern Districts,University Oval,Otago,264,250,14,132,132
2021-02-06,Sydney Sixers|Perth Scorchers,Sydney Cricket Ground,Sydney Sixers,349,336,13,174,175
2021-02-07,Auckland|Wellington,Eden Park Outer Oval,Auckland,227,197,30,113,114
2021-02-07,Wellington|Auckland,Eden Park Outer Oval,Wellington,421,398,23,210,211
2021-02-09,Pakistan|Zimbabwe,Harare Sports Club,Pakistan,332,298,34,166,166
2021-02-11,Central Districts|Canterbury,Eden Park Outer Oval,Canterbury,361,346,15,180,181
2021-02-11,Pakistan|South Africa,Gaddafi Stadium,Pakistan,335,327,8,167,168
2021-02-11,Wellington|Auckland,Eden Park Outer Oval,Wellington,265,249,16,132,133
2021-02-11,West Indies|Bangladesh,Shere Bangla National Stadium,West Indies,1035,997,38,517,518
2021-02-13,Canterbury|Wellington,Basin Reserve,Wellington,353,340,13,176,177
2021-02-13,India|England,MA Chidambaram Stadium,India,913,877,36,456,457
2021-02-13,Pakistan|South Africa,Gaddafi Stadium,South Africa,289,275,14,144,145
2021-02-13,Wellington|Canterbury,Basin Reserve,Canterbury,251,227,24,125,126
2021-02-14,South Africa|Pakistan,Gaddafi Stadium,Pakistan,333,319,14,166,167
2021-02-15,New South Wales|Victoria,"North Sydney Oval, Sydney",New South Wales,577,562,15,288,289
2021-02-17,New South Wales|Victoria,Sydney Cricket Ground,Victoria,683,648,35,341,342
2021-02-17,Tasmania|Queensland,"Bellerive Oval, Hobart",Queensland,1169,1106,63,584,585
2021-02-19,Dolphins|Cape Cobras,"Kingsmead, Durban",Dolphins,296,264,32,148,148
2021-02-19,Knights|Titans,"Kingsmead, Durban",Titans,236,224,12,118,118
2021-02-20,Knights|Dolphins,"Kingsmead, Durban",Dolphins,289,274,15,144,145
2021-02-20,Quetta Gladiators|Karachi Kings,National Stadium,Karachi Kings,247,232,15,123,124
2021-02-21,Multan Sultans|Islamabad United,National Stadium,Islamabad United,301,289,12,150,151
2021-02-21,Peshawar Zalmi|Lahore Qalandars,National Stadium,Lahore Qalandars,283,271,12,141,142
2021-02-21,Titans|Cape Cobras,"Kingsmead, Durban",Titans,280,265,15,140,140
2021-02-21,Warriors|Dolphins,"Kingsmead, Durban",Dolphins,271,255,16,135,136
2021-02-22,Cape Cobras|Knights,"Kingsmead, Durban",Knights,336,307,29,168,168
2021-02-22,Lions|Titans,"Kingsmead, Durban",Lions,236,215,21,118,118
2021-02-22,New Zealand|Australia,Hagley Oval,New Zealand,315,297,18,157,158
2021-02-22,Quetta Gladiators|Lahore Qalandars,National Stadium,Lahore Qalandars,357,343,14,178,179
2021-02-22,Tasmania|Queensland,"Bellerive Oval, Hobart",Queensland,475,453,22,237,238
2021-02-23,Cape Cobras|Warriors,"Kingsmead, Durban",Cape Cobras,338,313,25,169,169
2021-02-23,Knights|Lions,"Kingsmead, Durban",Lions,216,209,7,108,108
2021-02-23,Multan Sultans|Peshawar Zalmi,National Stadium,Peshawar Zalmi,390,370,20,195,195
2021-02-23,New Zealand|England,Hagley Oval,England,359,347,12,179,180
2021-02-24,Dolphins|Lions,"Kingsmead, Durban",Dolphins,261,250,11,130,131
2021-02-24,England|India,Narendra Modi Stadium,India,387,367,20,193,194
2021-02-24,Karachi Kings|Islamabad United,National Stadium,Islamabad United,393,369,24,196,197
2021-02-24,Warriors|Titans,"Kingsmead, Durban",Warriors,271,255,16,135,136
2021-02-25,New Zealand|Australia,University Oval,New Zealand,434,421,13,217,217
2021-02-25,Warriors|Knights,"Kingsmead, Durban",Warriors,300,281,19,150,150
2021-02-26,Cape Cobras|Lions,"Kingsmead, Durban",Lions,291,286,5,145,146
2021-02-26,Dolphins|Titans,"Kingsmead, Durban",Dolphins,295,276,19,147,148
2021-02-26,Lahore Qalandars|Multan Sultans,National Stadium,Multan Sultans,316,293,23,158,158
2021-02-26,New Zealand|England,University Oval,England,386,360,26,193,193
2021-02-26,Quetta Gladiators|Peshawar Zalmi,National Stadium,Peshawar Zalmi,400,378,22,200,200
2021-02-27,Islamabad United|Peshawar Zalmi,National Stadium,Peshawar Zalmi,240,235,5,120,120
2021-02-27,Multan Sultans|Karachi Kings,National Stadium,Karachi Kings,393,363,30,196,197
2021-02-27,Warriors|Lions,"Kingsmead, Durban",Lions,283,270,13,141,142
2021-02-28,Dolphins|Lions,"Kingsmead, Durban",Lions,215,206,9,107,108
2021-02-28,England|New Zealand,University Oval,New Zealand,443,426,17,221,222
2021-02-28,Karachi Kings|Lahore Qalandars,National Stadium,Lahore Qalandars,375,359,16,187,188
2021-03-02,Quetta Gladiators|Islamabad United,National Stadium,Islamabad United,313,291,22,156,157
2021-03-02,Western Australia|South Australia,"Western Australia Cricket Association Ground, Perth",Western Australia,725,697,28,362,363
2021-03-03,Australia|New Zealand,Westpac Stadium,Australia,352,344,8,176,176
2021-03-03,New Zealand|England,Westpac Stadium,England,195,184,11,97,98
2021-03-03,Peshawar Zalmi|Karachi Kings,National Stadium,Karachi Kings,379,352,27,189,190
2021-03-03,Quetta Gladiators|Multan Sultans,National Stadium,Quetta Gladiators,330,314,16,165,165
2021-03-03,Sri Lanka|West Indies,"Coolidge Cricket Ground, Antigua",West Indies,265,251,14,132,133
2021-03-04,England|India,Narendra Modi Stadium,India,705,664,41,352,353
2021-03-04,South Australia|New South Wales,Adelaide Oval,New South Wales,413,392,21,206,207
2021-03-05,Australia|New Zealand,Westpac Stadium,Australia,262,253,9,131,131
2021-03-05,New Zealand|England,Westpac Stadium,England,247,237,10,123,124
2021-03-05,Sri Lanka|West Indies,"Coolidge Cricket Ground, Antigua",Sri Lanka,277,265,12,138,139
2021-03-06,South Australia|New South Wales,Adelaide Oval,New South Wales,1324,1292,32,662,662
2021-03-07,Australia|New Zealand,Sky Stadium,New Zealand,285,273,12,142,143
2021-03-07,England|New Zealand,Sky Stadium,England,224,208,16,112,112
2021-03-07,India|South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,South Africa,355,324,31,177,178
2021-03-07,Sri Lanka|West Indies,"Coolidge Cricket Ground, Antigua",West Indies,265,252,13,132,133
2021-03-09,South Africa|India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,India,317,295,22,158,159
2021-03-10,Victoria|Tasmania,"Junction Oval, Melbourne",Tasmania,447,430,17,223,224
2021-03-10,West Indies|Sri Lanka,Sir Vivian Richards Stadium,West Indies,468,444,24,234,234
2021-03-11,Canterbury|Otago Volts,"Mainpower Oval, Rangiora",Canterbury,1264,1233,31,632,632
2021-03-11,Central Stags|Wellington Firebirds,"McLean Park, Napier",Central Stags,780,741,39,390,390
2021-03-11,Queensland|Western Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Queensland,407,376,31,203,204
2021-03-12,India|England,Narendra Modi Stadium,England,254,249,5,127,127
2021-03-12,India|South Africa,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,South Africa,471,437,34,235,236
2021-03-12,South Australia|Tasmania,"Junction Oval, Melbourne",Tasmania,212,202,10,106,106
2021-03-12,West Indies|Sri Lanka,Sir Vivian Richards Stadium,West Indies,547,531,16,273,274
2021-03-14,England|India,Narendra Modi Stadium,India,330,311,19,165,165
2021-03-14,India|South Africa,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,South Africa,535,517,18,267,268
2021-03-14,West Indies|Sri Lanka,Sir Vivian Richards Stadium,West Indies,550,536,14,275,275
2021-03-16,India|England,Narendra Modi Stadium,England,314,297,17,157,157
2021-03-17,India|South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,South Africa,377,354,23,188,189
2021-03-18,India|England,Narendra Modi Stadium,India,362,347,15,181,181
2021-03-18,Tasmania|New South Wales,"Bellerive Oval, Hobart",New South Wales,517,502,15,258,259
2021-03-19,Central Stags|Canterbury,"Hagley Oval, Christchurch",Canterbury,639,606,33,319,320
2021-03-20,Bangladesh|New Zealand,University Oval,New Zealand,263,243,20,131,132
2021-03-20,India|England,Narendra Modi Stadium,India,412,383,29,206,206
2021-03-20,India|South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,South Africa,263,250,13,131,132
2021-03-20,Tasmania|New South Wales,"Bellerive Oval, Hobart",Tasmania,750,735,15,375,375
2021-03-21,India|South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,South Africa,317,310,7,158,159
2021-03-23,Bangladesh|New Zealand,Hagley Oval,New Zealand,546,505,41,273,273
2021-03-23,India|England,Maharashtra Cricket Association Stadium,India,568,547,21,284,284
2021-03-23,South Africa|India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,India,226,222,4,113,113
2021-03-23,Western Australia|Victoria,"Western Australia Cricket Association Ground, Perth",Western Australia,464,452,12,232,232
2021-03-26,India|England,Maharashtra Cricket Association Stadium,England,673,648,25,336,337
2021-03-26,New Zealand|Bangladesh,Basin Reserve,New Zealand,472,444,28,236,236
2021-03-26,Otago Volts|Central Stags,"University Oval, Dunedin",Otago Volts,1326,1286,40,663,663
2021-03-28,India|England,Maharashtra Cricket Association Stadium,India,651,627,24,325,326
2021-03-28,New Zealand|Australia,Seddon Park,Australia,263,250,13,131,132
2021-03-28,New Zealand|Bangladesh,Seddon Park,New Zealand,354,339,15,177,177
2021-03-28,Queensland|South Australia,"Allan Border Field, Brisbane",Queensland,482,463,19,241,241
2021-03-30,Australia|New Zealand,McLean Park,New Zealand,260,253,7,130,130
2021-03-30,New Zealand|Bangladesh,McLean Park,New Zealand,315,300,15,157,158
2021-03-31,Queensland|New South Wales,"North Sydney Oval, Sydney",New South Wales,407,388,19,203,204
