match_date,teams,venue,winner,runs_total,runs_batsman,runs_extras,team1_runs,team2_runs
2025-01-16,Otago|Northern Districts,"University Oval, Dunedin",Northern Districts,223,216,7,111,112
2025-01-17,Australia|England,"Bellerive Oval, Hobart",Australia,530,511,19,265,265
2025-01-17,Canterbury|Central Districts,"McLean Park, Napier",Central Districts,239,203,36,119,120
2025-01-17,Central Districts|Canterbury,"McLean Park, Napier",Central Districts,365,338,27,182,183
2025-01-17,Dubai Capitals|Sharjah Warriorz,Sharjah Cricket Stadium,Sharjah Warriorz,403,385,18,201,202
2025-01-17,Durbar Rajshahi|Sylhet Strikers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Durbar Rajshahi,303,275,28,151,152
2025-01-17,Pakistan|West Indies,Multan Cricket Stadium,Pakistan,647,591,56,323,324
2025-01-17,Rangpur Riders|Chittagong Kings,"Zahur Ahmed Chowdhury Stadium, Chattogram",Rangpur Riders,295,284,11,147,148
2025-01-17,Sunrisers Eastern Cape|Durban's Super Giants,"Kingsmead, Durban",Sunrisers Eastern Cape,272,263,9,136,136
2025-01-18,Adelaide Strikers|Perth Scorchers,Perth Stadium,Perth Scorchers,324,307,17,162,162
2025-01-18,Brisbane Heat|Melbourne Renegades,"Docklands Stadium, Melbourne",Melbourne Renegades,395,375,20,197,198
2025-01-18,Desert Vipers|Abu Dhabi Knight Riders,Dubai International Cricket Stadium,Desert Vipers,333,320,13,166,167
2025-01-18,Dubai Capitals|Gulf Giants,Sharjah Cricket Stadium,Gulf Giants,333,325,8,166,167
2025-01-18,Joburg Super Kings|MI Cape Town,"Newlands, Cape Town",MI Cape Town,345,339,6,172,173
2025-01-18,Moors Sports Club|Nugegoda Sports Welfare Club,"De Zoysa Stadium, Moratuwa",Moors Sports Club,577,547,30,288,289
2025-01-18,Pretoria Capitals|Paarl Royals,"SuperSport Park, Centurion",Paarl Royals,425,394,31,212,213
2025-01-18,Wellington|Otago,"University Oval, Dunedin",Otago,243,228,15,121,122
2025-01-18,Wellington|Otago,"University Oval, Dunedin",Wellington,339,327,12,169,170
2025-01-19,Abu Dhabi Knight Riders|Gulf Giants,Dubai International Cricket Stadium,Abu Dhabi Knight Riders,315,303,12,157,158
2025-01-19,Bangladesh|West Indies,"Warner Park, Basseterre, St Kitts",West Indies,400,375,25,200,200
2025-01-19,Canterbury|Northern Districts,"Seddon Park, Hamilton",Canterbury,307,282,25,153,154
2025-01-19,Chilaw Marians Cricket Club|Bloomfield Cricket and Athletic Club,"Bloomfield Cricket and Athletic Club Ground, Colombo",Bloomfield Cricket and Athletic Club,376,366,10,188,188
2025-01-19,Chittagong Kings|Fortune Barishal,"Zahur Ahmed Chowdhury Stadium, Chattogram",Fortune Barishal,243,228,15,121,122
2025-01-19,Durban's Super Giants|Sunrisers Eastern Cape,"St George's Park, Gqeberha",Sunrisers Eastern Cape,232,219,13,116,116
2025-01-19,Khulna Tigers|Durbar Rajshahi,"Zahur Ahmed Chowdhury Stadium, Chattogram",Khulna Tigers,411,385,26,205,206
2025-01-19,Melbourne Stars|Hobart Hurricanes,Melbourne Cricket Ground,Melbourne Stars,398,377,21,199,199
2025-01-19,Northern Districts|Canterbury,"Seddon Park, Hamilton",Canterbury,279,264,15,139,140
2025-01-19,Sharjah Warriorz|MI Emirates,Sharjah Cricket Stadium,MI Emirates,353,335,18,176,177
2025-01-20,Auckland|Wellington,"Basin Reserve, Wellington",Auckland,377,352,25,188,189
2025-01-20,Australia|England,Sydney Cricket Ground,Australia,339,318,21,169,170
2025-01-20,Chittagong Kings|Durbar Rajshahi,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chittagong Kings,271,261,10,135,136
2025-01-20,Desert Vipers|Dubai Capitals,Dubai International Cricket Stadium,Dubai Capitals,279,272,7,139,140
2025-01-20,Dhaka Capital|Sylhet Strikers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Dhaka Capital,386,359,27,193,193
2025-01-20,Joburg Super Kings|Paarl Royals,"Boland Park, Paarl",Paarl Royals,296,280,16,148,148
2025-01-20,Wellington|Auckland,"Basin Reserve, Wellington",Wellington,255,242,13,127,128
2025-01-21,Bangladesh|West Indies,"Warner Park, Basseterre, St Kitts",Bangladesh,308,287,21,154,154
2025-01-21,Hobart Hurricanes|Sydney Sixers,"Bellerive Oval, Hobart",Hobart Hurricanes,334,319,15,167,167
2025-01-21,MI Emirates|Abu Dhabi Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",MI Emirates,344,303,41,172,172
2025-01-22,Canterbury|Wellington,"Basin Reserve, Wellington",Canterbury,317,294,23,158,159
2025-01-22,Chittagong Kings|Dhaka Capital,"Zahur Ahmed Chowdhury Stadium, Chattogram",Dhaka Capital,297,280,17,148,149
2025-01-22,England|India,"Eden Gardens, Kolkata",India,265,248,17,132,133
2025-01-22,Fortune Barishal|Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Fortune Barishal,327,311,16,163,164
2025-01-22,Sharjah Warriorz|Desert Vipers,Dubai International Cricket Stadium,Desert Vipers,186,182,4,93,93
2025-01-22,Sunrisers Eastern Cape|Pretoria Capitals,"St George's Park, Gqeberha",Sunrisers Eastern Cape,246,239,7,123,123
2025-01-22,Sydney Thunder|Melbourne Stars,Sydney Showground Stadium,Sydney Thunder,249,236,13,124,125
2025-01-22,Wellington|Canterbury,"Basin Reserve, Wellington",Wellington,303,275,28,151,152
2025-01-23,Auckland|Otago,"Eden Park Outer Oval, Auckland",Auckland,624,601,23,312,312
2025-01-23,Australia|England,"Manuka Oval, Canberra",Australia,353,331,22,176,177
2025-01-23,Durban's Super Giants|Paarl Royals,"Kingsmead, Durban",Paarl Royals,288,277,11,144,144
2025-01-23,Durbar Rajshahi|Rangpur Riders,"Zahur Ahmed Chowdhury Stadium, Chattogram",Durbar Rajshahi,316,305,11,158,158
2025-01-23,Gulf Giants|Dubai Capitals,Dubai International Cricket Stadium,Dubai Capitals,307,297,10,153,154
2025-01-23,Sylhet Strikers|Khulna Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Khulna Tigers,308,297,11,154,154
2025-01-24,Abu Dhabi Knight Riders|MI Emirates,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi Knight Riders,322,305,17,161,161
2025-01-24,Badureliya Sports Club|Colts Cricket Club,"Surrey Village, Maggona",Colts Cricket Club,525,513,12,262,263
2025-01-24,Bangladesh|West Indies,"Warner Park, Basseterre, St Kitts",West Indies,240,223,17,120,120
2025-01-24,Canterbury|Wellington,"Hagley Oval, Christchurch",Wellington,205,192,13,102,103
2025-01-24,Sinhalese Sports Club|Burgher Recreation Club,"Burgher Recreation Club Ground, Colombo",Burgher Recreation Club,632,575,57,316,316
2025-01-24,Sunrisers Eastern Cape|Joburg Super Kings,"St George's Park, Gqeberha",Sunrisers Eastern Cape,316,294,22,158,158
2025-01-24,Sydney Sixers|Sydney Thunder,Sydney Cricket Ground,Sydney Thunder,308,300,8,154,154
2025-01-24,Wellington|Canterbury,"Hagley Oval, Christchurch",Wellington,303,284,19,151,152
2025-01-25,Australia|England,Adelaide Oval,Australia,252,241,11,126,126
2025-01-25,Durban's Super Giants|MI Cape Town,"Newlands, Cape Town",MI Cape Town,303,293,10,151,152
2025-01-25,England|India,"MA Chidambaram Stadium, Chepauk, Chennai",India,331,318,13,165,166
2025-01-25,Kandy Customs Cricket Club|Tamil Union Cricket and Athletic Club,"Thurstan College Ground, Colombo",Tamil Union Cricket and Athletic Club,559,532,27,279,280
2025-01-25,MI Emirates|Gulf Giants,"Zayed Cricket Stadium, Abu Dhabi",Gulf Giants,303,287,16,151,152
2025-01-25,Northern Districts|Otago,"Bay Oval, Mount Maunganui",Otago,255,243,12,127,128
2025-01-25,Otago|Northern Districts,"Bay Oval, Mount Maunganui",Northern Districts,289,272,17,144,145
2025-01-25,Paarl Royals|Pretoria Capitals,"Boland Park, Paarl",Paarl Royals,269,244,25,134,135
2025-01-25,Sharjah Warriorz|Desert Vipers,Sharjah Cricket Stadium,Desert Vipers,303,282,21,151,152
2025-01-25,West Indies|Pakistan,Multan Cricket Stadium,West Indies,694,644,50,347,347
2025-01-26,Abu Dhabi Knight Riders|Dubai Capitals,"Zayed Cricket Stadium, Abu Dhabi",Dubai Capitals,410,388,22,205,205
2025-01-26,Canterbury|Central Districts,"Hagley Oval, Christchurch",Canterbury,225,207,18,112,113
2025-01-26,Durbar Rajshahi|Rangpur Riders,"Shere Bangla National Stadium, Mirpur",Durbar Rajshahi,236,223,13,118,118
2025-01-26,Sharjah Warriorz|Gulf Giants,Sharjah Cricket Stadium,Gulf Giants,343,324,19,171,172
2025-01-26,Sunrisers Eastern Cape|Joburg Super Kings,"The Wanderers Stadium, Johannesburg",Joburg Super Kings,237,226,11,118,119
2025-01-26,Sylhet Strikers|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,236,219,17,118,118
2025-01-27,Auckland|Wellington,"Eden Park Outer Oval, Auckland",Auckland,275,252,23,137,138
2025-01-27,Auckland|Wellington,"Eden Park Outer Oval, Auckland",Wellington,302,276,26,151,151
2025-01-27,Bangladesh|West Indies,"Warner Park, Basseterre, St Kitts",West Indies,289,274,15,144,145
2025-01-27,Durban's Super Giants|Paarl Royals,"Boland Park, Paarl",Paarl Royals,290,278,12,145,145
2025-01-27,Khulna Tigers|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,375,363,12,187,188
2025-01-27,MI Emirates|Desert Vipers,"Zayed Cricket Stadium, Abu Dhabi",MI Emirates,302,290,12,151,151
2025-01-27,Sydney Thunder|Hobart Hurricanes,"Bellerive Oval, Hobart",Hobart Hurricanes,367,351,16,183,184
2025-01-27,Sylhet Strikers|Durbar Rajshahi,"Shere Bangla National Stadium, Mirpur",Durbar Rajshahi,238,220,18,119,119
2025-01-28,Canterbury|Northern Districts,"Hagley Oval, Christchurch",Canterbury,294,275,19,147,147
2025-01-28,Canterbury|Northern Districts,"Hagley Oval, Christchurch",Northern Districts,235,224,11,117,118
2025-01-28,Dubai Capitals|Sharjah Warriorz,Dubai International Cricket Stadium,Sharjah Warriorz,266,256,10,133,133
2025-01-28,England|India,"Saurashtra Cricket Association Stadium, Rajkot",England,316,294,22,158,158
2025-01-28,Joburg Super Kings|Pretoria Capitals,"SuperSport Park, Centurion",Pretoria Capitals,199,189,10,99,100
2025-01-29,Auckland|Central Districts,"McLean Park, Napier",Auckland,258,243,15,129,129
2025-01-29,Auckland|Central Districts,"McLean Park, Napier",Central Districts,296,282,14,148,148
2025-01-29,Australia|Sri Lanka,Galle International Stadium,Australia,1066,1043,23,533,533
2025-01-29,Dhaka Capital|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,150,135,15,75,75
2025-01-29,Gulf Giants|Desert Vipers,Dubai International Cricket Stadium,Desert Vipers,259,255,4,129,130
2025-01-29,Rangpur Riders|Chittagong Kings,"Shere Bangla National Stadium, Mirpur",Chittagong Kings,291,272,19,145,146
2025-01-29,Sunrisers Eastern Cape|MI Cape Town,"Newlands, Cape Town",MI Cape Town,217,211,6,108,109
2025-01-29,West Indies|Bangladesh,"Warner Park, Basseterre, St Kitts",West Indies,296,271,25,148,148
2025-01-30,Abu Dhabi Knight Riders|Sharjah Warriorz,Sharjah Cricket Stadium,Sharjah Warriorz,323,305,18,161,162
2025-01-30,Bloomfield Cricket and Athletic Club|Police Sports Club,"Police Park Ground, Colombo",Bloomfield Cricket and Athletic Club,625,594,31,312,313
2025-01-30,Chittagong Kings|Sylhet Strikers,"Shere Bangla National Stadium, Mirpur",Chittagong Kings,296,271,25,148,148
2025-01-30,England|Australia,Melbourne Cricket Ground,Australia,758,727,31,379,379
2025-01-30,Khulna Tigers|Rangpur Riders,"Shere Bangla National Stadium, Mirpur",Khulna Tigers,394,378,16,197,197
2025-01-30,Netherlands|Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,294,269,25,147,147
2025-01-30,Paarl Royals|Joburg Super Kings,"The Wanderers Stadium, Johannesburg",Joburg Super Kings,301,277,24,150,151
2025-01-31,Ace Capital Cricket Club|Negombo Cricket Club,"FTZ Sports Complex (Board of Investment), Katunayake",Ace Capital Cricket Club,856,822,34,428,428
2025-01-31,Bangladesh|West Indies,"Warner Park, Basseterre, St Kitts",West Indies,209,191,18,104,105
2025-01-31,Chilaw Marians Cricket Club|Panadura Sports Club,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Chilaw Marians Cricket Club,642,606,36,321,321
2025-01-31,Gulf Giants|MI Emirates,Dubai International Cricket Stadium,MI Emirates,347,334,13,173,174
2025-01-31,India|England,"Maharashtra Cricket Association Stadium, Pune",India,347,331,16,173,174
2025-01-31,MI Cape Town|Pretoria Capitals,"SuperSport Park, Centurion",MI Cape Town,417,406,11,208,209
2025-01-31,Netherlands|Thailand,"Tribhuvan University International Cricket Ground, Kirtipur",Thailand,247,226,21,123,124
2025-01-31,Tamil Union Cricket and Athletic Club|Burgher Recreation Club,"Burgher Recreation Club Ground, Colombo",Tamil Union Cricket and Athletic Club,797,759,38,398,399
2025-02-01,Abu Dhabi Knight Riders|Gulf Giants,"Zayed Cricket Stadium, Abu Dhabi",Gulf Giants,247,227,20,123,124
2025-02-01,Chittagong Kings|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Chittagong Kings,388,367,21,194,194
2025-02-01,Dhaka Capital|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Khulna Tigers,251,238,13,125,126
2025-02-01,Durban's Super Giants|Joburg Super Kings,"The Wanderers Stadium, Johannesburg",Durban's Super Giants,308,296,12,154,154
2025-02-01,Nepal|Thailand,"Tribhuvan University International Cricket Ground, Kirtipur",Thailand,203,188,15,101,102
2025-02-01,Northern Districts|Canterbury,"Basin Reserve, Wellington",Canterbury,221,214,7,110,111
2025-02-01,Sunrisers Eastern Cape|Paarl Royals,"St George's Park, Gqeberha",Sunrisers Eastern Cape,248,239,9,124,124
2025-02-01,Wellington|Northern Districts,"Basin Reserve, Wellington",Wellington,243,230,13,121,122
2025-02-02,Canterbury|Central Districts,"Basin Reserve, Wellington",Central Districts,271,252,19,135,136
2025-02-02,Dubai Capitals|Abu Dhabi Knight Riders,Dubai International Cricket Stadium,Dubai Capitals,408,399,9,204,204
2025-02-02,India|England,"Wankhede Stadium, Mumbai",India,344,334,10,172,172
2025-02-02,MI Cape Town|Pretoria Capitals,"Newlands, Cape Town",MI Cape Town,307,291,16,153,154
2025-02-02,MI Emirates|Sharjah Warriorz,"Zayed Cricket Stadium, Abu Dhabi",Sharjah Warriorz,349,329,20,174,175
2025-02-02,Netherlands|Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,265,242,23,132,133
2025-02-02,Wellington|Otago,"Basin Reserve, Wellington",Wellington,200,194,6,100,100
2025-02-03,Chittagong Kings|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,299,285,14,149,150
2025-02-03,Desert Vipers|Dubai Capitals,Sharjah Cricket Stadium,Dubai Capitals,275,264,11,137,138
2025-02-03,Hungary|Malta,Marsa Sports Club,Hungary,210,189,21,105,105
2025-02-03,Malta|Austria,Marsa Sports Club,Austria,301,283,18,150,151
2025-02-03,Rangpur Riders|Khulna Tigers,"Shere Bangla National Stadium, Mirpur",Khulna Tigers,174,158,16,87,87
2025-02-03,Thailand|Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",Thailand,155,144,11,77,78
2025-02-04,Hungary|Austria,Marsa Sports Club,Austria,373,350,23,186,187
2025-02-04,MI Cape Town|Paarl Royals,"St George's Park, Gqeberha",MI Cape Town,359,335,24,179,180
2025-02-04,Malta|Hungary,Marsa Sports Club,Hungary,357,334,23,178,179
2025-02-04,Thailand|Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Thailand,207,196,11,103,104
2025-02-05,Austria|Hungary,Marsa Sports Club,Hungary,198,184,14,99,99
2025-02-05,Desert Vipers|Dubai Capitals,Dubai International Cricket Stadium,Dubai Capitals,382,374,8,191,191
2025-02-05,Khulna Tigers|Chittagong Kings,"Shere Bangla National Stadium, Mirpur",Chittagong Kings,327,306,21,163,164
2025-02-05,Malta|Austria,Marsa Sports Club,Austria,338,321,17,169,169
2025-02-05,Nepal|Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,296,281,15,148,148
2025-02-05,Sunrisers Eastern Cape|Joburg Super Kings,"SuperSport Park, Centurion",Sunrisers Eastern Cape,336,319,17,168,168
2025-02-05,Tasmania|New South Wales,"University of Tasmania Stadium, Launceston",New South Wales,414,393,21,207,207
2025-02-06,England|India,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",India,499,481,18,249,250
2025-02-06,Ireland|Zimbabwe,"Queens Sports Club, Bulawayo",Ireland,1053,1000,53,526,527
2025-02-06,MI Emirates|Sharjah Warriorz,"Zayed Cricket Stadium, Abu Dhabi",Sharjah Warriorz,295,285,10,147,148
2025-02-06,Paarl Royals|Sunrisers Eastern Cape,"SuperSport Park, Centurion",Sunrisers Eastern Cape,352,337,15,176,176
2025-02-06,Singapore|Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,346,315,31,173,173
2025-02-06,Sri Lanka|Australia,Galle International Stadium,Australia,977,938,39,488,489
2025-02-06,Thailand|Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,219,204,15,109,110
2025-02-07,Chilaw Marians Cricket Club|Badureliya Sports Club,"Surrey Village, Maggona",Badureliya Sports Club,624,601,23,312,312
2025-02-07,Chittagong Kings|Fortune Barishal,"Shere Bangla National Stadium, Mirpur",Fortune Barishal,389,368,21,194,195
2025-02-07,Colombo Cricket Club|Kurunegala Youth Cricket Club,Colombo Cricket Club Ground,Colombo Cricket Club,902,878,24,451,451
2025-02-07,Moors Sports Club|Nondescripts Cricket Club,"De Zoysa Stadium, Moratuwa",Nondescripts Cricket Club,928,875,53,464,464
